Sentence #;Word;POS;Tag
 ;sobresalió;VERB;O
 ;por;ADP;O
 ;sus;DET;O
 ;excelentes;ADJ;O
 ;maneras;NOUN;O
 ;y;CCONJ;O
 ;disposición;NOUN;O
 ;para;ADP;O
 ;triunfar;VERB;O
 ;,;PUNCT;O
 ;aunque;SCONJ;O
 ;otras;DET;O
 ;circunstancias;NOUN;O
 ;como;SCONJ;O
 ;la;DET;O
 ;espada;NOUN;O
 ;lo;PRON;O
 ;impidieron;VERB;O
 ;a;ADP;O
 ;última;ADJ;O
 ;hora;NOUN;O
 ;.;PUNCT;O
Sentence: 32;De;ADP;O
 ;todas;DET;O
 ;las;DET;O
 ;evoluciones;NOUN;O
 ;en;ADP;O
 ;el;DET;O
 ;ruedo;NOUN;O
 ;,;PUNCT;O
 ;el;DET;O
 ;público;NOUN;O
 ;siguió;VERB;O
 ;con;ADP;O
 ;especial;ADJ;O
 ;atención;NOUN;O
 ;las;DET;O
 ;de;ADP;O
 ;Castaño;PROPN;B-PER
 ;,;PUNCT;O
 ;por;ADP;O
 ;su;DET;O
 ;entrega;NOUN;O
 ;y;CCONJ;O
 ;arrojo;NOUN;O
 ;,;PUNCT;O
 ;por;ADP;O
 ;el;DET;O
 ;concepto;NOUN;O
 ;de;ADP;O
 ;toreo;NOUN;O
 ;que;PRON;O
 ;practica;VERB;O
 ;,;PUNCT;O
 ;curvilíneo;ADJ;O
 ;y;CCONJ;O
 ;cada;DET;O
 ;vez;NOUN;O
 ;más;ADV;O
 ;hacia;ADP;O
 ;adentro;ADV;O
 ;,;PUNCT;O
 ;y;CCONJ;O
 ;por;ADP;O
 ;esa;DET;O
 ;desmedida;ADJ;O
 ;afición;NOUN;O
 ;que;PRON;O
 ;le;PRON;O
 ;hace;VERB;O
 ;estar;AUX;O
 ;permanentemente;ADV;O
 ;presente;ADJ;O
 ;en;ADP;O
 ;el;DET;O
 ;terreno;NOUN;O
 ;del;ADP;O
 ;toro;NOUN;O
 ;,;PUNCT;O
 ;donde;PRON;O
 ;parece;VERB;O
 ;que;SCONJ;O
 ;es;AUX;O
 ;imposible;ADJ;O
 ;pisar;VERB;O
 ;.;PUNCT;O
Sentence: 33;Todo;PRON;O
 ;en;ADP;O
 ;Castaño;PROPN;B-PER
 ;es;AUX;O
 ;verdad;NOUN;O
 ;y;CCONJ;O
 ;emoción;NOUN;O
 ;.;PUNCT;O
Sentence: 34;Por;ADP;O
 ;eso;PRON;O
 ;interesa;VERB;O
 ;tanto;ADV;O
 ;y;CCONJ;O
 ;,;PUNCT;O
 ;sin;ADP;O
 ;duda;NOUN;O
 ;,;PUNCT;O
 ;llegará;VERB;O
 ;.;PUNCT;O
Sentence: 35;Los;DET;O
 ;lances;NOUN;O
 ;y;CCONJ;O
 ;remates;NOUN;O
 ;a;ADP;O
 ;una;DET;O
 ;mano;NOUN;O
 ;al;ADP;O
 ;primero;ADJ;O
 ;de;ADP;O
 ;su;DET;O
 ;lote;NOUN;O
 ;,;PUNCT;O
 ;sin;ADP;O
 ;rectificar;VERB;O
 ;un;DET;O
 ;ápice;NOUN;O
 ;,;PUNCT;O
 ;acabaron;VERB;O
 ;con;ADP;O
 ;la;DET;O
 ;frialdad;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;tarde;NOUN;O
 ;.;PUNCT;O
Sentence: 36;Pero;CCONJ;O
 ;para;ADP;O
 ;entonces;ADV;O
 ;se;PRON;O
 ;habían;AUX;O
 ;arrastrado;VERB;O
 ;dos;NUM;O
 ;novillos;NOUN;O
 ;.;PUNCT;O
Sentence: 37;Luego;ADV;O
 ;el;DET;O
 ;quite;NOUN;O
 ;por;ADP;O
 ;ceñidas;ADJ;O
 ;chicuelinas;NOUN;O
 ;,;PUNCT;O
 ;que;PRON;O
 ;provocó;VERB;O
 ;la;DET;O
 ;intervención;NOUN;O
 ;,;PUNCT;O
 ;brillante;ADJ;O
 ;también;ADV;O
 ;,;PUNCT;O
 ;de;ADP;O
 ;Víctor;PROPN;B-PER
 ;de;ADP;I-PER
 ;la;DET;I-PER
 ;Serna;PROPN;I-PER
 ;,;PUNCT;O
 ;por;ADP;O
 ;gaoneras;NOUN;O
 ;.;PUNCT;O
Sentence: 38;Un;DET;O
 ;subalterno;NOUN;O
 ;de;ADP;O
 ;lujo;NOUN;O
 ;en;ADP;O
 ;la;DET;O
 ;cuadrilla;NOUN;O
 ;del;ADP;O
 ;salmantino;NOUN;O
 ;,;PUNCT;O
 ;Domingo;PROPN;B-PER
 ;Siro;PROPN;I-PER
 ;,;PUNCT;O
 ;abundó;VERB;O
 ;en;ADP;O
 ;mejorar;VERB;O
 ;el;DET;O
 ;ambiente;NOUN;O
 ;con;ADP;O
 ;dos;NUM;O
 ;excelentes;ADJ;O
 ;pares;NOUN;O
 ;de;ADP;O
 ;banderillas;NOUN;O
 ;.;PUNCT;O
Sentence: 39;La;DET;O
 ;faena;NOUN;O
 ;de;ADP;O
 ;muleta;NOUN;O
 ;tuvo;VERB;O
 ;fundamentalmente;ADV;O
 ;mucho;ADV;O
 ;aguante;NOUN;O
 ;.;PUNCT;O
Sentence: 40;Muy;ADV;O
 ;cruzado;ADJ;O
 ;y;CCONJ;O
 ;echando;VERB;O
 ;la;DET;O
 ;muleta;NOUN;O
 ;adelante;ADV;O
 ;,;PUNCT;O
 ;Castaño;PROPN;B-PER
 ;corrió;VERB;O
 ;la;DET;O
 ;mano;NOUN;O
 ;con;ADP;O
 ;mucha;DET;O
 ;firmeza;NOUN;O
 ;para;ADP;O
 ;marcar;VERB;O
 ;el;DET;O
 ;viaje;NOUN;O
 ;largo;ADJ;O
 ;.;PUNCT;O
Sentence: 41;Así;ADV;O
 ;varias;DET;O
 ;veces;NOUN;O
 ;,;PUNCT;O
 ;tirar;VERB;O
 ;del;ADP;O
 ;novillo;NOUN;O
 ;,;PUNCT;O
 ;templar;VERB;O
 ;y;CCONJ;O
 ;ligar;VERB;O
 ;los;DET;O
 ;muletazos;NOUN;O
 ;,;PUNCT;O
 ;fueron;AUX;O
 ;las;DET;O
 ;características;NOUN;O
 ;del;ADP;O
 ;conjunto;NOUN;O
 ;.;PUNCT;O
Sentence: 42;Al;ADP;O
 ;alejarse;VERB;O
 ;tras;ADP;O
 ;un;DET;O
 ;remate;NOUN;O
 ;de;ADP;O
 ;serie;NOUN;O
 ;,;PUNCT;O
 ;perdiéndole;VERB;O
 ;la;DET;O
 ;cara;NOUN;O
 ;al;ADP;O
 ;animal;NOUN;O
 ;,;PUNCT;O
 ;llegó;VERB;O
 ;una;DET;O
 ;espectacular;ADJ;O
 ;voltereta;NOUN;O
 ;.;PUNCT;O
Sentence: 43;Más;ADV;O
 ;emoción;NOUN;O
 ;en;ADP;O
 ;unas;DET;O
 ;bernadinas;NOUN;O
 ;finales;ADJ;O
 ;.;PUNCT;O
Sentence: 44;Fue;AUX;O
 ;una;DET;O
 ;pena;NOUN;O
 ;que;PRON;O
 ;la;DET;O
 ;espada;NOUN;O
 ;se;PRON;O
 ;fuera;VERB;O
 ;al;ADP;O
 ;sótano;NOUN;O
 ;,;PUNCT;O
 ;porque;SCONJ;O
 ;hubiera;AUX;O
 ;cortado;VERB;O
 ;una;DET;O
 ;oreja;NOUN;O
 ;con;ADP;O
 ;todo;DET;O
 ;merecimiento;NOUN;O
 ;.;PUNCT;O
Sentence: 45;Claro;ADV;O
 ;que;SCONJ;O
 ;el;DET;O
 ;triunfo;NOUN;O
 ;no;ADV;O
 ;se;PRON;O
 ;hizo;VERB;O
 ;esperar;VERB;O
 ;en;ADP;O
 ;el;DET;O
 ;siguiente;ADJ;O
 ;.;PUNCT;O
Sentence: 46;Castaño;PROPN;B-PER
 ;salió;VERB;O
 ;otra;DET;O
 ;vez;NOUN;O
 ;arreando;VERB;O
 ;con;ADP;O
 ;el;DET;O
 ;capote;NOUN;O
 ;.;PUNCT;O
Sentence: 47;Y;CCONJ;O
 ;la;DET;O
 ;faena;NOUN;O
 ;de;ADP;O
 ;muleta;NOUN;O
 ;fue;AUX;O
 ;intensísima;ADJ;O
 ;de;ADP;O
 ;principio;NOUN;O
 ;a;ADP;O
 ;fin;NOUN;O
 ;.;PUNCT;O
Sentence: 48;Esta;DET;O
 ;vez;NOUN;O
 ;superó;VERB;O
 ;su;DET;O
 ;propia;DET;O
 ;frontera;NOUN;O
 ;,;PUNCT;O
 ;colocándose;VERB;O
 ;todavía;ADV;O
 ;más;ADV;O
 ;allá;ADV;O
 ;del;ADP;O
 ;engaño;NOUN;O
 ;.;PUNCT;O
Sentence: 49;Inverosímil;PROPN;O
 ;el;DET;O
 ;espacio;NOUN;O
 ;por;ADP;O
 ;donde;PRON;O
 ;tenia;VERB;O
 ;que;SCONJ;O
 ;pasar;VERB;O
 ;el;DET;O
 ;novillo;NOUN;O
 ;.;PUNCT;O
Sentence: 50;Pero;CCONJ;O
 ;,;PUNCT;O
 ;para;ADP;O
 ;asombro;NOUN;O
 ;del;ADP;O
 ;tendido;NOUN;O
 ;,;PUNCT;O
 ;terminaba;VERB;O
 ;pasando;VERB;O
 ;.;PUNCT;O
Sentence: 51;Y;CCONJ;O
 ;Castaño;PROPN;B-PER
 ;sin;ADP;O
 ;inmutarse;VERB;O
 ;.;PUNCT;O
Sentence: 52;El;DET;O
 ;!;PUNCT;O
 ;huy;INTJ;O
 ;¡;PUNCT;O
 ;se;PRON;O
 ;confundía;VERB;O
 ;con;ADP;O
 ;el;DET;O
 ;olé;NOUN;O
 ;.;PUNCT;O
Sentence: 53;Faena;PROPN;O
 ;no;ADV;O
 ;apta;ADJ;O
 ;para;ADP;O
 ;cardiacos;NOUN;O
 ;.;PUNCT;O
Sentence: 54;Como;SCONJ;O
 ;diría;VERB;O
 ;un;DET;O
 ;revistero;NOUN;O
 ;antiguo;ADJ;O
 ;,;PUNCT;O
 ;se;PRON;O
 ;acabó;VERB;O
 ;la;DET;O
 ;tila;PROPN;O
 ;en;ADP;O
 ;la;DET;O
 ;plaza;NOUN;O
 ;.;PUNCT;O
Sentence: 55;Claro;ADV;O
 ;que;SCONJ;O
 ;Castaño;PROPN;B-PER
 ;no;ADV;O
 ;es;AUX;O
 ;sólo;ADV;O
 ;valor;NOUN;O
 ;.;PUNCT;O
Sentence: 56;Porque;SCONJ;O
 ;,;PUNCT;O
 ;a;ADP;O
 ;todo;DET;O
 ;esto;PRON;O
 ;,;PUNCT;O
 ;hizo;VERB;O
 ;el;DET;O
 ;toreo;NOUN;O
 ;de;ADP;O
 ;muleta;NOUN;O
 ;adelantada;ADJ;O
 ;,;PUNCT;O
 ;traérselo;NOUN;O
 ;enganchado;ADJ;O
 ;,;PUNCT;O
 ;pasándoselo;VERB;O
 ;tan;ADV;O
 ;cerca;ADV;O
 ;como;SCONJ;O
 ;se;PRON;O
 ;adivina;VERB;O
 ;y;CCONJ;O
 ;llevándole;VERB;O
 ;lejos;ADV;O
 ;.;PUNCT;O
Sentence: 57;Uno;PRON;O
 ;detrás;ADV;O
 ;de;ADP;O
 ;otro;PRON;O
 ;y;CCONJ;O
 ;muy;ADV;O
 ;despacio;ADV;O
 ;.;PUNCT;O
Sentence: 58;¡;PUNCT;O
 ;Qué;DET;O
 ;emoción;NOUN;O
 ;!;PUNCT;O
 ;.;PUNCT;O
Sentence: 59;¡;PUNCT;O
 ;Qué;PRON;O
 ;bonito;ADJ;O
 ;ver;VERB;O
 ;a;ADP;O
 ;Castaño;PROPN;B-PER
 ;por;ADP;O
 ;la;DET;O
 ;Puerta;PROPN;B-MISC
 ;Grande;ADJ;I-MISC
 ;con;ADP;O
 ;las;DET;O
 ;dos;NUM;O
 ;orejas;NOUN;O
 ;!;PUNCT;O
 ;.;PUNCT;O
Sentence: 60;De;ADP;B-PER
 ;la;DET;I-PER
 ;Serna;PROPN;I-PER
 ;toreó;VERB;O
 ;con;ADP;O
 ;buena;ADJ;O
 ;apostura;NOUN;O
 ;a;ADP;O
 ;su;DET;O
 ;primero;ADJ;O
 ;,;PUNCT;O
 ;con;ADP;O
 ;el;DET;O
 ;que;PRON;O
 ;hizo;VERB;O
 ;asimismo;ADV;O
 ;buen;ADJ;O
 ;planteamiento;NOUN;O
 ;de;ADP;O
 ;faena;NOUN;O
 ;,;PUNCT;O
 ;aunque;SCONJ;O
 ;terminó;VERB;O
 ;estropeándolo;ADV;O
 ;con;ADP;O
 ;los;DET;O
 ;aceros;NOUN;O
 ;.;PUNCT;O
Sentence: 61;Con;ADP;O
 ;el;DET;O
 ;cuarto;NOUN;O
 ;,;PUNCT;O
 ;que;PRON;O
 ;se;PRON;O
 ;quedó;VERB;O
 ;crudo;ADJ;O
 ;en;ADP;O
 ;el;DET;O
 ;caballo;NOUN;O
 ;,;PUNCT;O
 ;no;ADV;O
 ;se;PRON;O
 ;entendió;VERB;O
 ;del;ADP;O
 ;todo;PRON;O
 ;.;PUNCT;O
Sentence: 62;Castella;PROPN;B-PER
 ;ha;AUX;O
 ;vuelto;VERB;O
 ;a;ADP;O
 ;confirmar;VERB;O
 ;lo;PRON;O
 ;que;PRON;O
 ;ya;ADV;O
 ;demostró;VERB;O
 ;en;ADP;O
 ;esta;DET;O
 ;misma;DET;O
 ;plaza;NOUN;O
 ;en;ADP;O
 ;su;DET;O
 ;debut;NOUN;O
 ;a;ADP;O
 ;principio;NOUN;O
 ;de;ADP;O
 ;temporada;NOUN;O
 ;,;PUNCT;O
 ;como;SCONJ;O
 ;ya;ADV;O
 ;había;AUX;O
 ;evidenciado;VERB;O
 ;en;ADP;O
 ;oportunidades;NOUN;O
 ;tan;ADV;O
 ;claras;ADJ;O
 ;que;PRON;O
 ;tuvo;VERB;O
 ;igualmente;ADV;O
 ;en;ADP;O
 ;Las;DET;B-MISC
 ;Fallas;PROPN;I-MISC
 ;de;ADP;O
 ;Valencia;PROPN;B-LOC
 ;y;CCONJ;O
 ;La;DET;B-MISC
 ;Magdalena;PROPN;I-MISC
 ;de;ADP;O
 ;Castellón;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 63;Sorprende;VERB;O
 ;que;SCONJ;O
 ;el;DET;O
 ;maestro;NOUN;O
 ;José;PROPN;B-PER
 ;Antonio;PROPN;I-PER
 ;Campuzano;PROPN;I-PER
 ;esté;AUX;O
 ;empeñado;ADJ;O
 ;pese;NOUN;O
 ;a;ADP;O
 ;todo;PRON;O
 ;en;ADP;O
 ;hacerle;VERB;O
 ;torero;NOUN;O
 ;.;PUNCT;O
Sentence: 64;En;ADP;O
 ;ninguno;PRON;O
 ;de;ADP;O
 ;su;DET;O
 ;lote;NOUN;O
 ;se;PRON;O
 ;aclaró;VERB;O
 ;.;PUNCT;O
Sentence: 65;Lo;PRON;O
 ;de;ADP;O
 ;Castaño;PROPN;B-PER
 ;fue;AUX;O
 ;tan;ADV;O
 ;grande;ADJ;O
 ;que;PRON;O
 ;todavía;ADV;O
 ;empequeñece;VERB;O
 ;lo;PRON;O
 ;demás;PRON;O
 ;.;PUNCT;O
Sentence: 66;Madrid;PROPN;B-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFE;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 67;-;PUNCT;O
 ;Tres;NUM;O
 ;personas;NOUN;O
 ;resultaron;VERB;O
 ;esta;DET;O
 ;tarde;ADV;O
 ;heridas;NOUN;O
 ;de;ADP;O
 ;distinta;ADJ;O
 ;consideración;NOUN;O
 ;al;ADP;O
 ;salirse;VERB;O
 ;de;ADP;O
 ;la;DET;O
 ;vía;NOUN;O
 ;y;CCONJ;O
 ;volcar;VERB;O
 ;el;DET;O
 ;turismo;NOUN;O
 ;en;ADP;O
 ;el;DET;O
 ;que;PRON;O
 ;viajaban;VERB;O
 ;,;PUNCT;O
 ;informó;VERB;O
 ;a;ADP;O
 ;Efe;PROPN;B-ORG
 ;un;DET;O
 ;portavoz;NOUN;O
 ;de;ADP;O
 ;los;DET;O
 ;Bomberos;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;la;DET;I-ORG
 ;Comunidad;PROPN;I-ORG
 ;.;PUNCT;O
Sentence: 68;El;DET;O
 ;accidente;NOUN;O
 ;ocurrió;VERB;O
 ;minutos;NOUN;O
 ;antes;ADV;O
 ;de;ADP;O
 ;las;DET;O
 ;ocho;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;tarde;NOUN;O
 ;en;ADP;O
 ;el;DET;O
 ;kilómetro;NOUN;O
 ;31;NUM;O
 ;de;ADP;O
 ;la;DET;O
 ;carretera;NOUN;O
 ;de;ADP;O
 ;Extremadura;PROPN;B-LOC
 ;(;PUNCT;O
 ;N-V;PROPN;B-MISC
 ;);PUNCT;O
 ;,;PUNCT;O
 ;en;ADP;O
 ;sentido;NOUN;O
 ;de;ADP;O
 ;entrada;NOUN;O
 ;a;ADP;O
 ;Madrid;PROPN;B-LOC
 ;,;PUNCT;O
 ;en;ADP;O
 ;el;DET;O
 ;término;NOUN;O
 ;municipal;ADJ;O
 ;de;ADP;O
 ;Navalcarnero;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 69;El;DET;O
 ;reventón;NOUN;O
 ;de;ADP;O
 ;una;DET;O
 ;rueda;NOUN;O
 ;pudo;AUX;O
 ;ser;AUX;O
 ;la;DET;O
 ;causa;NOUN;O
 ;de;ADP;O
 ;que;SCONJ;O
 ;el;DET;O
 ;conductor;NOUN;O
 ;perdiera;VERB;O
 ;el;DET;O
 ;control;NOUN;O
 ;del;ADP;O
 ;vehículo;NOUN;O
 ;,;PUNCT;O
 ;según;SCONJ;O
 ;indicaron;VERB;O
 ;algunos;DET;O
 ;testigos;NOUN;O
 ;al;ADP;O
 ;teléfono;NOUN;O
 ;de;ADP;O
 ;emergencias;NOUN;O
 ;112;NUM;O
 ;al;ADP;O
 ;avisar;VERB;O
 ;del;ADP;O
 ;suceso;NOUN;O
 ;.;PUNCT;O
Sentence: 70;Dos;NUM;O
 ;dotaciones;NOUN;O
 ;de;ADP;O
 ;los;DET;O
 ;bomberos;NOUN;O
 ;acudieron;VERB;O
 ;al;ADP;O
 ;lugar;NOUN;O
 ;y;CCONJ;O
 ;rescataron;VERB;O
 ;a;ADP;O
 ;los;DET;O
 ;tres;NUM;O
 ;ocupantes;NOUN;O
 ;del;ADP;O
 ;automóvil;NOUN;O
 ;,;PUNCT;O
 ;que;PRON;O
 ;habían;AUX;O
 ;quedado;VERB;O
 ;atrapados;ADJ;O
 ;entre;ADP;O
 ;el;DET;O
 ;amasijo;NOUN;O
 ;de;ADP;O
 ;hierros;NOUN;O
 ;.;PUNCT;O
Sentence: 71;El;DET;O
 ;más;ADV;O
 ;grave;ADJ;O
 ;,;PUNCT;O
 ;un;DET;O
 ;varón;NOUN;O
 ;que;PRON;O
 ;sufrió;VERB;O
 ;traumatismo;NOUN;O
 ;craneoencefálico;ADJ;O
 ;severo;ADJ;O
 ;,;PUNCT;O
 ;fue;AUX;O
 ;evacuado;VERB;O
 ;al;ADP;O
 ;hospital;NOUN;O
 ;Doce;PROPN;B-LOC
 ;de;ADP;I-LOC
 ;Octubre;PROPN;I-LOC
 ;en;ADP;O
 ;un;DET;O
 ;helicóptero;NOUN;O
 ;del;ADP;O
 ;Servicio;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;Emergencia;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;la;DET;I-ORG
 ;Comunidad;PROPN;I-ORG
 ;(;PUNCT;O
 ;Sercam;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 72;Los;DET;O
 ;otras;DET;O
 ;dos;NUM;O
 ;víctimas;NOUN;O
 ;,;PUNCT;O
 ;una;DET;O
 ;mujer;NOUN;O
 ;mayor;ADJ;O
 ;y;CCONJ;O
 ;otra;PRON;O
 ;de;ADP;O
 ;mediana;ADJ;O
 ;edad;NOUN;O
 ;,;PUNCT;O
 ;fueron;AUX;O
 ;atendidas;VERB;O
 ;por;ADP;O
 ;sanitarios;ADJ;O
 ;del;ADP;O
 ;61;NUM;O
 ;del;ADP;O
 ;Insalud;PROPN;B-ORG
 ;y;CCONJ;O
 ;voluntarios;NOUN;O
 ;de;ADP;O
 ;Cruz;PROPN;B-ORG
 ;Roja;PROPN;I-ORG
 ;y;CCONJ;O
 ;trasladas;ADJ;O
 ;a;ADP;O
 ;los;DET;O
 ;hospitales;NOUN;O
 ;de;ADP;O
 ;Getafe;PROPN;B-LOC
 ;y;CCONJ;O
 ;Alcorcón;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 73;La;DET;O
 ;primera;ADJ;O
 ;presentaba;VERB;O
 ;un;DET;O
 ;traumatismo;NOUN;O
 ;craneoencefálico;ADJ;O
 ;leve;ADJ;O
 ;y;CCONJ;O
 ;un;DET;O
 ;traumatismo;NOUN;O
 ;facial;ADJ;O
 ;y;CCONJ;O
 ;la;DET;O
 ;segunda;ADJ;O
 ;,;PUNCT;O
 ;una;DET;O
 ;fractura;NOUN;O
 ;en;ADP;O
 ;la;DET;O
 ;pierna;NOUN;O
 ;.;PUNCT;O
Sentence: 74;Londres;PROPN;B-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFECOM;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 75;-;PUNCT;O
 ;Los;DET;O
 ;contratos;NOUN;O
 ;futuros;ADJ;O
 ;del;ADP;O
 ;crudo;NOUN;O
 ;Brent;PROPN;B-MISC
 ;bajaron;VERB;O
 ;hoy;ADV;O
 ;,;PUNCT;O
 ;martes;NOUN;O
 ;,;PUNCT;O
 ;en;ADP;O
 ;el;DET;O
 ;mercado;NOUN;O
 ;de;ADP;O
 ;Londres;PROPN;B-LOC
 ;.;PUNCT;O
Sentence: 76;El;DET;O
 ;crudo;NOUN;O
 ;Brent;PROPN;B-MISC
 ;para;ADP;O
 ;junio;NOUN;O
 ;cerró;VERB;O
 ;hoy;ADV;O
 ;a;ADP;O
 ;27,35;NUM;O
 ;dólares;NOUN;O
 ;el;DET;O
 ;barril;NOUN;O
 ;,;PUNCT;O
 ;tras;ADP;O
 ;descender;VERB;O
 ;su;DET;O
 ;precio;NOUN;O
 ;26;NUM;O
 ;centavos;NOUN;O
 ;respecto;NOUN;O
 ;a;ADP;O
 ;la;DET;O
 ;sesión;NOUN;O
 ;anterior;ADJ;O
 ;.;PUNCT;O
Sentence: 77;EFECOM;NOUN;B-ORG
 ;pa-c;ADJ;O
 ;París;PROPN;B-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFE;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 78;-;PUNCT;O
 ;Los;DET;O
 ;51;NUM;O
 ;países;NOUN;O
 ;miembros;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;UEFA;PROPN;B-ORG
 ;tendrán;VERB;O
 ;equipos;NOUN;O
 ;representantes;ADJ;O
 ;en;ADP;O
 ;las;DET;O
 ;competiciones;NOUN;O
 ;europeas;ADJ;O
 ;de;ADP;O
 ;la;DET;O
 ;próxima;ADJ;O
 ;temporada;NOUN;O
 ;después;ADV;O
 ;de;ADP;O
 ;que;SCONJ;O
 ;el;DET;O
 ;Comité;PROPN;B-ORG
 ;Ejecutivo;PROPN;I-ORG
 ;haya;AUX;O
 ;aceptado;VERB;O
 ;hoy;ADV;O
 ;,;PUNCT;O
 ;en;ADP;O
 ;París;PROPN;B-LOC
 ;,;PUNCT;O
 ;la;DET;O
 ;participación;NOUN;O
 ;del;ADP;O
 ;campeón;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Liga;PROPN;B-MISC
 ;de;ADP;I-MISC
 ;San;PROPN;I-MISC
 ;Marino;PROPN;I-MISC
 ;.;PUNCT;O
Sentence: 79;El;DET;O
 ;primer;ADJ;O
 ;clasificado;NOUN;O
 ;de;ADP;O
 ;este;DET;O
 ;país;NOUN;O
 ;entrará;VERB;O
 ;en;ADP;O
 ;liza;NOUN;O
 ;en;ADP;O
 ;la;DET;O
 ;primera;ADJ;O
 ;ronda;NOUN;O
 ;eliminatoria;ADJ;O
 ;de;ADP;O
 ;la;DET;O
 ;Copa;PROPN;B-MISC
 ;de;ADP;I-MISC
 ;la;DET;I-MISC
 ;UEFA;PROPN;I-MISC
 ;,;PUNCT;O
 ;en;ADP;O
 ;la;DET;O
 ;que;PRON;O
 ;también;ADV;O
 ;estarán;AUX;O
 ;equipos;NOUN;O
 ;de;ADP;O
 ;otros;DET;O
 ;países;NOUN;O
 ;pequeños;ADJ;O
 ;como;SCONJ;O
 ;Andorra;PROPN;B-LOC
 ;,;PUNCT;O
 ;Liechtenstein;PROPN;B-LOC
 ;e;CCONJ;O
 ;Islas;PROPN;B-LOC
 ;Feroe;PROPN;I-LOC
 ;.;PUNCT;O
Sentence: 80;El;DET;O
 ;Comité;PROPN;B-ORG
 ;Ejecutivo;PROPN;I-ORG
 ;ha;AUX;O
 ;entendido;VERB;O
 ;que;SCONJ;O
 ;el;DET;O
 ;fútbol;NOUN;O
 ;en;ADP;O
 ;estos;DET;O
 ;países;NOUN;O
 ;ha;AUX;O
 ;evolucionado;VERB;O
 ;lo;PRON;O
 ;suficiente;ADJ;O
 ;para;ADP;O
 ;participar;VERB;O
 ;y;CCONJ;O
 ;de;ADP;O
 ;hecho;NOUN;O
 ;ya;ADV;O
 ;han;AUX;O
 ;tomado;VERB;O
 ;parte;NOUN;O
 ;en;ADP;O
 ;las;DET;O
 ;fases;NOUN;O
 ;previas;ADJ;O
 ;de;ADP;O
 ;los;DET;O
 ;Mundiales;PROPN;B-MISC
 ;y;CCONJ;O
 ;Eurocopas;PROPN;B-MISC
 ;.;PUNCT;O
Sentence: 81;La;DET;B-LOC
 ;Coruña;PROPN;I-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFE;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 82;-;PUNCT;O
 ;Los;DET;O
 ;jugadores;NOUN;O
 ;del;ADP;O
 ;Deportivo;PROPN;B-ORG
 ;reciben;VERB;O
 ;esta;DET;O
 ;noche;NOUN;O
 ;un;DET;O
 ;homenaje;NOUN;O
 ;organizado;ADJ;O
 ;por;ADP;O
 ;la;DET;O
 ;fundación;NOUN;B-ORG
 ;Fernández;PROPN;I-ORG
 ;Latorre;PROPN;I-ORG
 ;en;ADP;O
 ;el;DET;O
 ;restaurante;NOUN;B-LOC
 ;Playa;PROPN;I-LOC
 ;Club;PROPN;I-LOC
 ;,;PUNCT;O
 ;de;ADP;O
 ;La;DET;B-LOC
 ;Coruña;PROPN;I-LOC
 ;,;PUNCT;O
 ;para;ADP;O
 ;agradecer;VERB;O
 ;la;DET;O
 ;consecución;NOUN;O
 ;del;ADP;O
 ;primer;ADJ;O
 ;título;NOUN;O
 ;de;ADP;O
 ;liga;NOUN;O
 ;del;ADP;O
 ;fútbol;NOUN;O
 ;gallego;ADJ;O
 ;,;PUNCT;O
 ;logrado;ADJ;O
 ;en;ADP;O
 ;Riazor;PROPN;B-LOC
 ;el;DET;O
 ;pasado;ADJ;O
 ;domingo;NOUN;O
 ;.;PUNCT;O
Sentence: 83;Al;ADP;O
 ;homenaje;NOUN;O
 ;han;AUX;O
 ;sido;AUX;O
 ;invitados;VERB;O
 ;cien;NUM;O
 ;lectores;NOUN;O
 ;y;CCONJ;O
 ;oyentes;NOUN;O
 ;de;ADP;O
 ;La;DET;B-ORG
 ;Voz;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;Galicia;PROPN;I-ORG
 ;y;CCONJ;O
